project,submersible,evaluation,distribution,study,transport,handling,physiology,physiological,orthophotography,mapping,management,evaluation,conservation,development,plan,outreach,colonization,law,wedge-wire,demography,helicopter,plumage,implantation,hatchery-reared,diet,propagation,dispersal,colorimeter,video,vocalization,distribution,sherman,sigmodon,open-cup,treatment,biomass,taxonomic,sampled,scanned,translocation,broodstock,absence,presence,terrestrial,drawdown,boat,band,hydrology,hydrological,ves,fertilizer,limnological,turbidity,sur,hydrophone,cover,harp,swim,chamber,restoration,depth,hoop,dimorphism,call-playback,banded,banding,imaging,aerial,repatriation,passive,active,implantation,sonic,fyke,tag,pit,toxicity,visual,aging,pectoral,fin,sexed,trammel,mist-netting,netted,demography,post-stocking,telemetry,shannon-wiener,diversity,epa,anova,abiotic,clearing,monitoring,survey,singing,display,search,creation,restoration,population,acoustic,recruitment,gis,satellite,map,disease,swimming,growth,mass,height,weight,weighed,density,moisture,temperature,trial,treatment,tolerance,mortality,netting,transponder,trapping,trap,capture,captured,release,mark,recapture,mark-recapture,electrofishing,sampling,double-sampling,transmitters,tagging,tagged,track,tracking,transect,sensor,photo,photograph,photography,genetic,dna,mtdna,microsatellites,haplotype,tissue,cell,microscope,planting,fungus,survivorship,stocking,spawning,habitat,nest,nesting,eggs,predation,predator,prey,breeding,survival,foraging,fertilization,fire,oxygen,nitrogen,carbon,potassium,phosphorous,ammonia,formalin,salinity,nitrate,nitrite,acid,alkalinity,arsenic,selenium,conductivity,biomass,pozzolan,lassenite,humidity,reach,shore,river,drainage,reclamation,tributary,tributaries,agricultural,biotic,refuge,spring,flood,dam,mine,impoundment,freshwater,coastal,riparian,lake,marsh,channel,backwater,pond,ditch,raceway,soil,tank,laboratory,hatchery,reservoir,floodplain,herbaceous,crop,woody,woodlands,canopy,understory,irrigation,wildfire,wetland,forest,sediment,roost,roosting,foliage,sand,valley
e24,0,0.000806057,0.00115151,0.016265078,0,0,0,0,0,0,0.008118145,0.000806057,0.016754469,0.002533322,0.002849987,0,0,0.000489392,0,0.000403028,0,0,0,0,0,0,0,0,0,0,0.00115151,0,0.000690906,0,0.005296946,0,0,0.000777269,0,0,0,0,0.000690906,0.000172726,0,0,0,0,0,0,0.00063333,0,0,0,0,0.013760544,0.000287877,0,0,0.0232605,0.00575755,0,0,0,8.64E-05,0.000748481,0,0,0,0,0.000949996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000403028,0,0,0,0.00178484,0,0,0,0.000115151,0.016639318,0.002504534,0,0,0.000806057,0.003166652,0.0232605,0.000719694,0.001036359,0,0,0,0,0,0,0.006304517,0.003137865,0.004001497,0,0,0.005153007,0.001007571,0.001266661,0,0.005296946,0,0.001899991,0,0,0.000863632,0,0.001554538,0.001899991,0,0,0,0,0,0.002159081,0,0,0,0.000374241,0,0,0,0,0,0,0,0.001899991,0,0,0,0,0,0,0,0.004145436,0,0.000518179,0,0,0.011716613,0,0.000374241,0,0,0,0,0.002763624,0.001698477,0,0,0.000834845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009643896,0.004836342,0.007110574,0,0.000287877,0.002101506,0,0.005556035,0.000719694,0.000604543,0,0,0,0,0,0.006937847,0.002446959,0,0,0,0,0,0,0.01623629,0,0.000834845,0,0,0,0.000489392,0.002101506,0,0,0.004663615,0,0.020727179,0,0,0.000489392,0,0.002331808,0,0.000546967,0,0.001756053
e25,0,0.004413928,0,0,0,0,0,0,0,0,0.01961746,0.004413928,0.051495831,0.008827857,0.016674841,0,0,0.006620893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013241785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002697401,0,0,0,0,0,0,0,0,0,0,0,0.022805297,0.011525257,0,0,0,0.006375674,0.013241785,0.002452182,0,0.001226091,0,0,0.002206964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001961746,0.001961746,0,0,0,0,0,0.001226091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018636587,0,0,0,0,0,0,0,0,0,0,0.00564002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005149583,0,0.034085336,0.007356547,0.020353114,0,0,0.001226091,0,0,0,0,0.00564002,0,0,0,0,0,0.001961746,0.010299166,0,0.031633154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023295733,0.003187837,0,0,0,0,0,0,0,0.005885238
e27,0,0,0,0,0,0,0,0,0,0,0.022576761,0,0.043949428,0,0.014449127,0.00090307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602047,0,0,0,0,0,0,0,0,0,0,0,0,0.290186635,0,0,0,0,0,0,0,0,0,0,0,0.070439494,0.185731487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016255268,0.038832029,0,0,0,0,0,0.070439494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011137869,0,0,0,0,0.044852498,0,0.003913305,0,0,0,0,0.004515352,0,0,0,0.069536424,0,0,0,0,0,0,0,0.003010235,0,0,0,0,0,0,0,0,0,0,0,0.031607465,0,0.067730283,0,0,0,0,0,0,0,0.022877784,0.002709211,0,0,0,0,0,0,0.015051174,0.03371463,0.064419025,0,0,0,0,0.357615894,0,0,0,0,0,0,0,0.036122818,0,0,0,0.016255268,0,0.371161951,0,0,0,0,0,0,0
e2,0,0,0,0.007926829,0,0,0,0,0,0,0,0,0,0,0.006097561,0,0,0,0.049390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002439024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0,0.002439024,0,0,0,0,0,0,0,0,0,0.006707317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014634146,0,0,0,0,0,0,0,0,0.002439024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02804878,0,0,0,0,0,0,0.007317073,0,0,0,0,0,0,0,0,0.181707317,0.065853659,0.002439024,0.005487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012195122,0,0,0,0.003658537,0,0,0,0,0
e33,0,0.001158301,0,0,0,0,0,0,0,0,0.006370656,0.001158301,0.005019305,0.002509653,0.003861004,0,0,0.000772201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000579151,0,0,0,0,0,0,0,0.000579151,0,0,0,0,0.001351351,0,0,0,0.005791506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000772201,0,0.011389961,0.000579151,0,0,0,0.002316602,0.005791506,0,0,0,0,0,0.000965251,0,0,0,0,0,0,0,0.000579151,0.000772201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000579151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004054054,0,0,0,0,0.01023166,0.000772201,0,0,0,0,0,0.000965251,0,0,0,0.000772201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005598456,0.000965251,0.002509653,0,0,0,0.000579151,0.000579151,0,0,0,0,0,0,0,0.000965251,0,0,0,0,0,0,0,0.001544402,0,0,0,0,0,0,0,0,0,0,0,0.004247104,0.001158301,0,0,0,0,0,0,0,0.000772201
e3,0,0.001081958,0,0.000450816,0,0,0,0,0,0,0.009917951,0.001081958,0.007213056,0.005409792,0.002704896,0.000540979,0,0.000991795,0,0.001803264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001172122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011721215,0,0,0,0.008114688,0,0,0,0,0,0,0,0.000360653,0,0,0,0,0,0,0,0,0,0.00027049,0,0,0,0,0,0,0,0.001803264,0,0,0,0.002344243,0,0,0,0,0.012442521,0.004147507,0,0,0.002073753,0.003426201,0.008114688,0,0.000631142,0,0,0,0.00027049,0,0,0.000721306,0,0.005499955,0,0,0.00649175,0.00198359,0.002163917,0,0,0,0,0.000631142,0,0,0,0.001172122,0,0,0,0,0,0,0.002524569,0,0,0,0,0,0,0,0,0.000631142,0,0,0,0,0,0,0,0,0,0,0.00450816,0,0,0,0,0.023262104,0.001803264,0.001352448,0,0,0,0,0.007573708,0,0,0,0.00198359,0,0,0,0,0,0,0,0.000540979,0,0,0,0,0,0,0,0,0,0,0.001352448,0.000450816,0,0.01496709,0.002163917,0.007573708,0,0.001262285,0.000721306,0,0,0.000450816,0.000540979,0.000360653,0,0,0,0,0.002704896,0.000360653,0.000540979,0,0,0,0,0,0.007122892,0,0,0,0,0,0.000991795,0.000540979,0,0,0.005590118,0.002163917,0.011811379,0.000360653,0,0,0,0,0,0.002704896,0,0.002163917
e4,0,0,0.002698062,0,0,0,0,0,0,0,0.036178563,0,0.03041452,0.014839343,0.01520726,0,0,0.002452784,0,0.002943341,0,0,0,0,0,0.000613196,0,0,0,0,0.002698062,0,0.002698062,0,0,0,0,0.00306598,0,0,0,0,0,0.000490557,0,0,0,0,0,0,0.00159431,0,0,0,0,0.028697572,0,0,0,0.046848173,0,0,0,0,0,0,0,0.001716949,0,0,0.002084866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002943341,0,0,0,0.001716949,0,0,0,0,0.062423351,0.006745156,0,0,0.002452784,0.008216826,0.046848173,0.00159431,0.002207506,0,0,0,0.003801815,0,0,0.005150846,0.005518764,0.008462104,0,0,0,0.006009321,0,0,0,0,0,0,0,0,0.004169733,0.00159431,0.002330145,0,0,0,0,0,0.005886681,0,0,0,0,0,0.000367918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02894285,0,0,0,0,0.066102526,0.006377238,0.00306598,0,0,0,0,0.010914888,0,0,0,0.002330145,0,0.000981114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040716213,0.011896002,0.022565612,0,0.002084866,0.010301692,0,0,0.005641403,0.00306598,0,0,0,0,0,0.017905323,0.002084866,0.002084866,0,0,0,0.002820701,0,0.012754476,0,0,0,0,0.002330145,0.00147167,0.005764042,0,0,0.007848909,0,0.045867059,0.003679176,0,0,0,0,0,0.003311258,0,0.008094187
e5,0,0,0.003357583,0.002704719,0,0,0,0,0,0,0.025741466,0,0.045793695,0.010912143,0.006248834,0,0,0.002238388,0,0,0,0,0,0,0,0,0,0,0,0,0.003357583,0,0.001865324,0,0.000559597,0,0,0.003264316,0,0,0,0,0,0,0,0,0,0,0,0,0.001772057,0,0,0,0,0.022943481,0,0,0,0.034881552,0,0,0,0,0,0,0,0.001305727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003823913,0,0,0,0,0.047099422,0.007274762,0,0,0,0.008953553,0.034881552,0,0.004196978,0,0,0,0.002797985,0.000466331,0,0.005222906,0,0.007834359,0,0,0,0.004103712,0,0,0.000559597,0,0,0,0,0,0,0.004010446,0.004756575,0,0,0,0,0,0.009233352,0,0,0,0,0.000932662,0,0,0,0.00121246,0,0,0,0,0,0,0,0.001119194,0,0,0.021451222,0,0,0,0,0.045793695,0,0,0,0,0,0,0.012404402,0,0,0,0.002518187,0,0.001492259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030031711,0.010166014,0.02760679,0,0,0.004476777,0,0.000839396,0.004849841,0.002518187,0,0,0,0,0,0.005782503,0.00121246,0,0,0,0,0,0,0.017720575,0,0,0,0,0,0.002331655,0.005595971,0,0,0.007274762,0,0.030871106,0.003544115,0,0.001025928,0,0,0,0.002891252,0,0.027513524
e7,0,0,0,0,0,0,0,0,0,0,0.006015531,0,0.004156185,0.001531226,0.004484305,0,0,0,0,0,0,0,0,0,0,0.001749973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002624959,0,0,0,0.00831237,0.000546866,0,0,0,0,0,0,0,0,0,0.00032812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032812,0,0,0,0,0,0,0,0,0,0.000546866,0.00831237,0,0,0,0,0,0,0,0,0.001531226,0.003828065,0.00098436,0,0,0.000874986,0.000874986,0.001312479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000437493,0,0.009515476,0,0.000437493,0,0,0.00864049,0,0,0,0,0,0,0,0.000437493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004484305,0.001531226,0.003281199,0,0,0.001203106,0,0.00032812,0.00032812,0.000546866,0,0,0,0,0,0.002624959,0.00065624,0,0,0,0,0,0,0.003937438,0,0,0,0,0,0,0,0,0,0,0.000546866,0.005359291,0,0,0,0,0,0,0,0,0.002296839
e8,0,0,0.000922616,0.014300542,0.000230654,0,0,0,0,0,0.001037943,0,0.001537693,0.000192212,0.000576635,0,0,0,0,0,0,0,0,0,0,0.000230654,0,0,0,0,0.000922616,0,0,0,0.01576135,0.009687464,0,0,0,0,0,0,0.000153769,0,0,0,0,0,0,0,0.000538192,0,0,0,0,0.013301042,0,0,0,0.003382924,0.005612578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192212,0,0.001729904,0,0,0.002037443,0.003036943,0,0,0,0,0.003382924,0,0,0,0,0,0,0,0,0.007265598,0.000461308,0.005035944,0.000461308,0,0.004766847,0.001230154,0.002460308,0.001230154,0.01576135,0.000345981,0.001037943,0,0,0,0,0,0,0,0,0,0,0,0.00115327,0,0,0,0,0,0,0.000615077,0.001729904,0,0,0,0,0,0,0,0,0,0,0,0.000307539,0,0,0,0,0.000384423,0.000345981,0,0,0,0,0,0,0.000653519,0,0,0,0.002268097,0.000115327,0,0,0,0,0,0.004113328,0,0,0,0,0,0,0.00049975,0.009687464,0,0,0,0,0,0.003036943,0.001076385,0.001768347,0,0,0.000922616,0,0.000615077,0.000269096,0.000192212,0,0,0,0,0,0.004882174,0.000730404,0,0.000230654,0,0,0,0,0.025141276,0.000230654,0.001537693,0,0,0,0,0,0,0,0.004613078,0.000269096,0.018336985,0,0,0,0,0,0,0,0.004036443,0.000768846
e9,0,0.000558849,0,0,0.000119753,0,0,0,0,0,0.006945692,0.000558849,0.003592599,0.001177574,0.00215556,0,0.000139712,0.000479013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001097739,0,0,0,0,0,0,0,0.000698561,0,0,0,0.009420594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000518931,0,0,0.000618725,0.00017963,0.003432928,0.001297328,0,0,0,0.000778397,0.009420594,0,0,0,0,0,0.001636629,0,0,0.000838273,0,0,0,0,0.000219548,0,0.000239507,0,0,7.98E-05,9.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98E-05,0,0,0,0.000279424,0,0,0,0,0,0,0,0,0.001876135,0,0.001197533,0,0,0,0,0.005927789,0,0,0,0,0,0,0.000518931,0.00017963,0,0,0.000439095,0.000279424,0.000518931,0,0,0,0,0,0.000997944,0,0,0,0,0,0.00035926,0.000678602,0,0,0,0,0,0,0.006386843,0.000698561,0.002454943,0.000119753,0,0.000558849,0.00017963,0.003612558,0.000259466,0,0,0.010298785,0,0,0,0,0.000618725,0.014410315,0.000239507,0,0,0.003193422,0,0.004211325,0,0,0,0,0.000578808,0,0,0.00017963,0,0,0,0.001496916,0,0.001736423,0,0,0,0.0000599,0,0,0.000618725
f1,0,0,0,0,0,0,0,0,0,0,0.014691943,0,0.126066351,0,0.003159558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117535545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027962085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087519747,0.007424961,0.027330174,0,0,0.001895735,0,0,0,0,0,0,0,0,0,0,0.028593997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071721959,0,0,0,0,0,0,0,0,0.06492891
f2,0,0,0,0.004981647,0,0,0,0,0,0,0.011274253,0,0.022286314,0.013109596,0.006292606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002097535,0,0,0,0.136864185,0,0,0,0,0,0,0,0.002621919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004981647,0,0,0,0,0,0.029103304,0,0.001835343,0,0,0.040377556,0.009963293,0.003146303,0,0.014682748,0,0.136864185,0.007865758,0,0,0,0,0,0,0,0,0,0.011536445,0,0,0.003146303,0,0.001048768,0,0,0,0,0,0,0,0,0.007865758,0.007865758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001835343,0,0.00812795,0,0,0.060828526,0.002359727,0.003146303,0,0,0,0,0.044572627,0.000786576,0.001573152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031463031,0,0.045883587,0,0,0.013371788,0,0.006030414,0.002359727,0,0.002097535,0,0,0,0,0.022810697,0.014158364,0.012060829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003670687,0,0,0,0.002359727,0,0,0,0,0,0.006292606
f3,0,0,0.002105263,0.016315789,0,0,0,0,0,0,0.018947368,0,0.096315789,0.004736842,0.017894737,0,0.024736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002105263,0.004210526,0.252631579,0,0,0,0,0.008947368,0,0,0,0,0,0.003157895,0,0,0,0,0,0,0,0,0,0,0,0.019473684,0,0,0,0.062105263,0,0,0,0,0,0.001578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018947368,0,0,0,0,0.050526316,0.062105263,0.021052632,0,0,0,0,0,0,0,0,0,0.002631579,0,0,0.006315789,0,0,0,0,0,0,0,0,0.106315789,0.064736842,0.055789474,0.137894737,0,0,0,0,0,0,0,0,0,0,0,0,0.033684211,0,0,0,0,0,0,0,0,0,0,0,0,0.026842105,0,0,0,0,0.178421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095789474,0.025789474,0.061052632,0,0,0.018947368,0,0.021578947,0.038421053,0,0.003684211,0,0,0,0,0.032631579,0.047894737,0.024736842,0,0,0,0.012105263,0,0,0,0,0,0,0.001578947,0,0.002105263,0,0,0,0.022631579,0.029473684,0,0,0,0,0,0,0,0,0.027894737
f4,0,0.018261386,0.002809444,0.00653736,0,0,0,0,0,0,0.00340375,0.018261386,0.043222216,0.003133611,0.001404722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002809444,0,0,0,0,0,0,0.002485277,0,0,0,0,0.00243125,0,0,0,0,0,0,0,0,0,0,0,0,0.001620833,0,0,0,0.054784159,0,0,0,0,0,0,0,0.000324167,0,0,0.002539305,0,0,0,0,0,0,0,0,0,0,0,0,0.0009725,0,0,0,0,0,0,0,0,0,0.000162083,0.056026798,0.021340969,0,0,0,0.018531525,0.054784159,0,0.033983468,0,0,0,0.001728889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029877357,0.0385218,0,0,0,0,0,0.009130693,0,0,0,0,0,0,0.000432222,0,0,0,0,0.001945,0,0,0,0,0,0,0,0.002863472,0,0,0,0,0.054676104,0,0,0,0,0,0,0.000702361,0,0,0,0.000162083,0,0,0,0,0,0,0,0.000432222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037819439,0.00459236,0.016046248,0,0,0.00605111,0,0.006159166,0.003781944,0.000594305,0,0,0,0,0,0.018153331,0.01550597,0.002701389,0,0.000594305,0.002539305,0,0,0.000540278,0,0,0,0,0,0,0.000216111,0,0,0.005672916,0,0.007834027,0,0,0.001512778,0,0,0,0,0,0.011345832
f6,0,0,0.002507051,0.001253526,0,0,0,0,0,0,0.00219367,0,0.010341586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002507051,0,0,0,0,0,0,0.008461297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01128173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005327484,0.00219367,0,0,0,0.004700721,0.01128173,0.00219367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000940144,0.001253526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219367,0,0,0,0,0,0,0.001880288,0,0,0,0,0,0,0,0,0,0,0,0,0.001566907,0,0,0,0,0.007521153,0,0,0,0,0,0,0,0,0,0,0.001880288,0,0.002507051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000940144,0,0,0.013788781,0.005954246,0.001880288,0,0.000940144,0.001253526,0,0.001566907,0,0.002507051,0,0,0,0,0,0.001253526,0.000940144,0,0,0,0,0,0,0.001253526,0,0,0,0,0,0,0,0,0,0,0,0.011595111,0,0,0,0,0,0,0.001566907,0,0.00689439
f7,0,0,0,0.000746714,0,0,0,0,0,0,0.002538829,0,0.021654719,0.000448029,0.000597372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000448029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001493429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002538829,0.01702509,0,0,0,0,0.001493429,0.000597372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002837515,0,0,0,0,0,0,0.000597372,0,0,0,0.000597372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001194743,0,0.007467145,0.001493429,0.005525687,0,0,0,0,0.001941458,0,0,0,0.004778973,0,0,0,0.000597372,0.00672043,0.024044205,0,0.000896057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002389486,0,0,0,0,0,0,0,0,0.001194743
fy04,0,0.0124533,0.01494396,0.0124533,0,0,0,0,0,0.00622665,0.02739726,0.0124533,0.04483188,0.01867995,0.00871731,0,0,0,0,0.00498132,0,0,0,0,0,0,0,0,0,0,0.01494396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01120797,0,0,0,0,0,0,0,0,0,0.00373599,0,0,0,0.082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00871731,0.00747198,0,0,0,0,0,0,0,0,0,0.00498132,0,0,0,0.00747198,0,0,0,0,0.02366127,0,0,0,0,0.01618929,0.082191781,0,0,0,0,0,0,0,0,0.00498132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373599,0.00373599,0,0,0.00373599,0,0.00622665,0,0,0,0.00373599,0,0,0,0,0,0,0,0,0.01369863,0,0,0,0,0,0,0,0.00996264,0,0,0,0,0.061021171,0,0,0,0,0,0.00622665,0.00747198,0.01120797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00498132,0,0.04483188,0,0.051058531,0,0,0.01120797,0,0.02241594,0,0,0.00373599,0,0,0,0,0.02615193,0.0249066,0.00622665,0,0.01369863,0,0,0,0,0,0,0.00747198,0,0,0,0,0,0,0,0,0.01743462,0,0.00498132,0,0,0,0,0,0,0
fy06,0,0.001441664,0.001098411,0.002231147,0,0,0,0,0,0,0.002917654,0.001441664,0.006590464,0.001750592,0.006968043,0.000171627,0.000171627,0.000411904,0,0,0.000137301,0,0,0,0,0,0,0,0,0,0.001098411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171627,0,0,0,0,0,0,0,0,0,0.000137301,0,0,0,0.008100779,0,0,0,0,0,0.000240277,0,0,0.000137301,0,0,0,0,0,0.000137301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446229,0,0,0.000240277,0,0.004324992,0.000755157,0,0,0,0.001407339,0.008100779,0.000995435,0,0.000240277,0,0,0,0,0,0.000617856,0.000411904,0,0,0,0.000137301,0.000102976,0,0,0,0,0,0,0,0.000137301,0.000171627,0,0,0.000274603,0,0,0,0,0,0,0,0.000274603,0,0,0.000137301,0,0,0,0,0,0.000480555,0,0,0,0,0,0,0,0.000720832,0,0.000308928,0.000274603,0.000205952,0.010057323,0.000240277,0,0,0,0,0.000240277,0.00051488,0.000892459,0,0,0.000480555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205952,0,0,0,0,0,0.000617856,0,0.002471424,0,0.00405039,0,0,0.000102976,0,0.001064085,0.000102976,0,0.000583531,0.000240277,0,0,0,0.001990869,0.004702571,0.002265472,0.000137301,0.001373013,0.000171627,0,0,0.000274603,0,0,0.001716267,0,0,0,0,0,0,0,0,0.000274603,0.001235712,0.000171627,0,0,0.000102976,0,0,0,0.000308928
g1,0,0,0,0.000741473,0,0,0,0,0,0.000741473,0.017795353,0,0.007414731,0.023232823,0.002718735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001482946,0,0,0,0,0,0.000988631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001482946,0.001730104,0,0.000741473,0.000741473,0.001730104,0.001482946,0,0,0,0.00963915,0,0.000741473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000741473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001235788,0,0,0.001482946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010627781,0,0.005931784,0,0,0,0,0,0,0,0.001235788,0,0,0,0,0,0.011616411,0.002224419,0,0.002224419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
