project,woodpecker,parasite,butterfly,rodent,mouse,seed,small-mamal,mammal,weed,herb,avian,fish,bird,amphibian,bat,frog,rat,insect,mussel,vegetation,plant,tree,shrub,veligers,pikeminnow,sootywing,bacteria,tanager,warbler,cow-bird,willow,quailbush,cedar,mesquite,arrowweed,cottonwood,cottonwood-willow,razorback,rasu,flannelmouth,yellow-billed,humpback,chub,bonytail,rainbow,trout,catfish,bass,cuckoo,owl,elf-owl,woodpecker,warbler,flycatcher,tanger,flicker,vireo,grackel,quail,blackbird,starling,dove,adult,juvenile,larvae,larval,breeder,migrants,waterbirds,shorebirds,phytoplankton,zooplankton,plankton,copepod,rotifer,cladoceran,cyanobacteria,bacillariophyta,chlorophyta,cryptophyta,pyrrohyta,milkvetch,buckwheat,rail,clapper,chairmaker,bulrush,cattail,phragmites,threesquare,Choeronycteris mexicana,leptonycteris,myotis,parastrellus,eptesicus,lasiuru,euderma,idionycteris,antrozous,tadarida,nyctinomops,eumops,xyrauchen,leaf-nose,empidonax,coccyzuz,saltcedar,saltgrass,desertbloom,tamarisk,catostomus,gila,laterallus,rallus,ixobrychus,colaptes,sigmodon,deciduous,reach,shore,river,drainage,reclamation,tributary,tributaries,agricultural,biotic,refuge,spring,flood,dam,mine,impoundment,estury,freshwater,coastal,riparian,lake,marsh,channel,backwater,pond,ditch,raceway,soil,tank,laboratory,hatchery,reservoir,floodplain,herbaceous,crop,woody,woodlands,canopy,understory,snag,irrigation,wildfire,wetland,forest,sediment,roost,roosting,foliage,sand,valley,submersible,evaluation,distribution,study,transport,handling,physiology,physiological,orthophotography,mapping,management,evaluation,conservation,development,plan,outreach,colonization,law,wedge-wire,demography,helicopter,plumage,implantation,hatchery-reared,diet,propagation,dispersal,colorimeter,video,vocalization,distribution,field-trapped,sherman,sigmodon,open-cup,treatment,biomass,taxonomic,wire-coded,sampled,scanned,translocation,broodstock,absence,presence,terrestrial,drawdown,boat,band,hydrology,hydrological,ves,fertilizer,batymetric,limnological,turbidity,sur,hydrophone,cover,harp,guano,swim,chamber,restoration,depth,hoop,dimorphism,call-playback,banded,banding,buckets,imaging,aerial,repatriation,passive,active,implantation,sonic,fyke,tag,pit,toxicity,visual,aging,pectoral,fin,sexed,trammel,mist-netting,netted,demography,post-stocking,telemetry,shannon-wiener,diversity,epa,anova,abiotic,clearing,monitoring,densiometer,point-intercept,survey,singing,display,search,grid-search,creation,restoration,population,acoustic,recruitment,gis,satellite,map,disease,swimming,growth,mass,height,weight,weighed,density,moisture,temperature,trial,treatment,tolerance,mortality,netting,transponder,trapping,trap,capture,captured,release,mark,recapture,mark-recapture,electrofishing,sampling,double-sampling,transmitters,tagging,tagged,track,tracking,transect,sensor,photo,photograph,photography,genetic,dna,mtdna,microsatellites,haplotype,tissue,cell,microscope,microscopy,microscopic,staining,planting,fungus,survivorship,stocking,spawning,habitat,nest,nesting,eggs,predation,predator,prey,breeding,survival,foraging,fertilization,fire,oxygen,nitrogen,carbon,potassium,phosphorous,orthophosphorous,ammonia,formalin,salinity,nitrate,nitrite,ph,acid,alkaline,acidity,alkalinity,arsenic,selenium,nitrate-nitrate,conductivity,biomass,pozzolan,lassenite,humidity
d8,0,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,0,0,0,0,119,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2382,0,83,0,13,15,22,0,4,29,30,0,0,0,0,0,0,0,0,0,0,0,24,0,0,233,307,71,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,58,1001,50,210,0,0,8,3,6,46,0,65,0,0,0,4,0,0,1969,142,20,0,18,0,0,0,0,12,33,61,0,0,0,14,0,0,0,0,73,0,0,0,21,0,0,0,31,75,36,16,92,425,4,6,0,0,0,0,77,16,121,16,22,0,0,0,0,0,0,0,14,23,0,0,15,0,0,0,92,0,0,0,0,0,0,0,0,36,37,0,0,10,59,8,6,65,0,0,4,0,0,0,3,88,191,10,113,0,0,0,0,0,61,10,0,0,0,0,0,0,0,25,55,142,14,331,6,196,338,0,18,38,57,103,0,236,0,10,0,47,170,0,12,0,0,3,0,576,0,0,36,0,0,20,0,3,0,417,0,229,0,0,0,0,0,141,0,0,55,15,0,0,10,0,0,0,20,202,14,5,0,345,424,162,50,58,43,0,295,0,39,102,231,23,39,0,0,0,0,0,43,6,0,5,0,4,0,6,0,0,0,0,0,0,100,742,325,0,0,6,35,0,0,0,207,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
d9,0,0,0,0,0,0,0,0,0,0,0,95,0,0,1390,0,0,18,0,185,0,0,0,0,0,0,0,0,0,0,0,0,19,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,11,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,499,62,129,0,0,25,0,67,180,0,0,0,0,0,0,0,86,152,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,82,0,0,0,0,0,0,0,0,88,0,70,0,95,0,0,0,0,0,0,42,70,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,58,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,309,0,0,72,0,11,0,0,21,98,84,264,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
e12,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,33,6,16,0,0,0,0,5,17,0,0,0,0,0,3,0,0,122,4,0,20,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,9,0,0,0,32,0,0,0,0,4,0,0,0,7,3,0,0,0,0,0,4,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,9,0,0,9,0,0,0,0,4,0,4,0,0,0,0,3,0,0,8,0,0,0,0,0,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,17,0,0,0,21,8,8,0,6,0,0,0,16,0,0,0,0,0,0,7,17,7,0,18,36,0,0,0
e13,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,113,14,29,0,0,0,0,15,18,0,0,0,0,0,0,0,0,234,6,5,35,7,3,0,0,0,18,0,0,9,0,0,0,0,0,0,0,21,0,0,0,36,0,0,0,13,9,0,0,0,30,0,0,0,0,0,0,7,0,23,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,50,0,0,3,0,0,0,3,3,0,72,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,38,0,0,15,0,0,0,0,5,6,7,0,0,0,0,6,0,0,10,0,0,0,0,0,0,11,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,18,0,0,0,55,0,9,0,0,0,0,0,30,0,0,0,0,0,0,0,0,11,0,51,50,0,0,0
e14,0,0,0,0,0,0,0,11,0,0,19,399,44,0,64,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,16,58,36,73,0,15,0,0,26,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,167,56,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,16,5,9,6,0,0,0,4,0,205,93,215,0,0,11,0,154,0,0,0,0,0,0,0,0,48,94,152,17,51,457,45,0,39,0,0,0,0,0,0,4,0,0,0,0,0,126,14,15,9,0,0,0,0,0,27,0,198,0,41,0,0,0,0,0,0,203,198,200,49,91,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,45,0,0,0,0,32,96,40,9,5,0,0,0,0,0,0,0,10,0,0,13,0,42,0,0,0,0,0,4,0,0,8,42,0,0,7,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,265,0,0,81,0,0,0,7,0,0,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
e15,0,0,0,0,0,0,0,0,0,0,3,234,0,0,0,0,0,0,0,131,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,6,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,9,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,508,18,55,0,0,3,0,32,6,0,48,0,0,0,0,0,6,202,9,72,328,108,0,0,0,72,6,0,0,0,0,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,12,0,338,0,46,0,0,0,0,0,6,21,338,45,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,0,0,0,8,29,0,0,37,0,0,0,0,0,0,0,74,0,0,129,0,0,0,0,46,135,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,66,0,0,0,0,69,46,7,0,11,16,0,100,0,0,7,0,0,0,0,8,0,162,0,4,5,0,0,0,0,3,6,10,0,0,0,0,0,29,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,88,235,0,0,0,3,0,4,0,25,0,0,0,96,41,43,0,0,0,0,0,39,0,0,0,0,0,0,0,0,76,0,47,0,0,0,0
e16,0,0,0,0,0,0,0,0,0,0,4,120,0,0,0,0,0,0,0,44,17,3,0,0,3,3,0,0,0,0,15,0,0,80,0,0,66,96,0,82,0,0,3,43,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,13,0,27,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,0,0,0,4,13,0,0,0,0,0,0,10,0,171,29,159,0,0,21,0,35,0,22,33,0,0,0,0,0,70,39,70,9,167,19,0,0,46,0,7,5,0,3,0,5,3,0,0,5,0,119,3,7,3,3,0,0,0,0,22,0,134,8,11,0,0,0,0,0,0,80,134,94,88,41,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,27,0,0,107,0,0,0,0,172,31,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,22,0,0,0,0,156,172,9,0,9,0,0,5,0,0,10,0,0,6,0,3,0,39,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,16,358,0,0,0,10,0,0,0,18,0,0,21,33,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0
e17,0,0,0,0,0,43,0,0,0,0,0,52,5,0,0,0,0,0,0,53,9,4,0,0,0,0,0,0,0,0,47,0,0,5,14,45,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,0,0,0,0,42,0,0,0,0,0,0,11,0,335,0,47,17,62,10,0,162,17,21,62,0,3,0,0,0,48,121,191,12,13,0,24,0,56,0,5,0,16,4,0,17,4,0,0,0,0,103,0,9,14,6,0,0,0,7,20,0,6,24,11,0,0,0,0,0,0,140,6,7,22,91,0,0,59,8,0,0,0,0,0,0,0,5,0,0,0,24,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,0,0,0,0,72,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,7,0,0,39,0,0,0,0,9,72,0,5,0,0,0,4,0,0,14,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,87,0,0,0,0,0,0,4,5,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e18,0,0,0,0,0,14,0,0,0,0,0,140,0,0,0,0,0,0,0,45,0,12,20,0,0,0,0,0,0,0,57,0,0,39,0,60,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,11,0,0,0,0,0,0,38,0,221,52,355,0,0,17,0,99,0,0,0,0,0,0,0,0,29,60,0,0,0,0,0,0,20,0,9,0,0,0,30,0,0,0,5,36,0,104,196,0,35,0,0,0,0,0,66,0,0,0,0,13,0,0,0,0,0,571,0,279,0,133,13,0,608,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,5,0,0,19,27,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
e1,0,0,0,0,0,244,0,41,0,0,106,131,71,0,282,0,0,0,0,358,72,120,52,0,0,0,0,16,68,0,479,0,0,170,131,257,58,0,0,0,81,0,0,0,0,0,0,0,71,0,0,0,68,160,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,112,0,0,13,0,25,0,0,0,0,26,0,14,0,365,55,291,0,34,16,0,73,41,48,0,0,0,0,0,0,355,442,184,0,0,0,0,0,372,0,34,0,0,9,29,62,0,0,74,0,0,355,21,0,0,0,0,0,28,0,41,0,0,76,0,0,0,0,0,0,0,226,0,307,100,77,0,13,21,0,40,0,0,0,0,0,0,0,0,0,0,76,0,0,26,0,20,0,0,0,19,0,0,0,0,0,8,0,0,0,0,0,0,19,0,0,0,0,0,241,0,0,0,0,520,0,0,0,0,0,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,88,0,0,0,0,404,0,0,82,0,0,31,0,160,520,0,38,0,0,0,0,0,0,47,0,139,0,0,0,0,65,0,20,0,0,0,0,0,42,44,44,0,0,0,0,0,89,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,22,0,0,0,0,173,0,0,0,0,527,0,28,0,0,0,3,124,0,0,0,21,0,13,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,6,0,4,0,0,0,0,0,0,9,4,15,0,3,0,0,0,21,0,0,0,0,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e24,0,0,0,0,0,145,0,0,24,0,87,79,42,0,221,0,12,0,0,334,131,181,43,0,0,0,0,0,62,0,441,0,0,101,0,279,82,0,0,0,50,0,0,0,0,0,0,0,51,0,0,0,62,80,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,297,0,0,0,0,27,0,0,0,0,24,0,0,0,335,168,247,0,10,73,0,193,25,21,0,0,0,0,0,0,241,85,0,0,0,0,0,0,564,0,29,0,0,0,17,73,0,0,162,0,0,720,0,0,17,0,81,0,19,0,61,0,28,40,565,0,0,0,0,0,0,282,28,582,88,99,0,0,17,0,14,0,0,0,0,0,0,0,0,0,0,40,0,0,24,0,184,0,0,0,27,0,0,0,0,24,6,0,0,0,0,0,0,22,0,0,0,0,0,478,10,0,0,0,808,200,0,0,0,3,26,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,62,0,0,0,4,578,0,0,87,0,0,28,0,110,808,25,36,0,0,0,0,0,0,219,109,139,0,0,179,35,44,0,184,0,66,0,0,30,0,54,66,0,0,0,0,0,75,0,0,0,13,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,144,0,18,0,0,407,0,13,0,0,0,0,96,59,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e25,0,0,0,0,0,0,0,0,0,0,0,85,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,40,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,21,0,139,30,83,0,0,5,0,0,0,0,23,0,0,0,0,0,0,8,42,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,13,0,0,0,0,0,0,0,24,0,18,0,0,0,0,0,0,0,0,80,18,210,36,68,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,93,0,0,47,0,0,0,0,26,54,10,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e27,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,10,0,0,1096,29,0,0,0,0,0,0,0,0,0,31,0,116,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,84,0,0,0,0,0,0,105,0,225,0,0,0,0,0,0,0,76,9,0,0,0,0,0,0,0,50,112,214,0,0,0,0,1188,0,0,0,0,0,0,0,120,0,0,0,0,54,0,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,146,0,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,234,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,129,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,149,0,13,0,0,0,0,15,0,0,0,231,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,298,108,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e33,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,4,3,0,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,13,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,33,6,26,13,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,59,0,0,3,0,0,0,0,12,30,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,53,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
